,사용일자,노선명,역명,합계,구분
358,20240712,7호선,온수,20634,구로구
5220,20240712,7호선,고속터미널,37377,서초구
17707,20240712,3호선,일원,24562,강남구
21658,20240712,4호선,쌍문,62715,도봉구
15315,20240712,5호선,서대문,45931,종로구
23070,20240712,2호선,신당,34566,중구
30789,20240712,3호선,녹번,32734,은평구
9929,20240712,5호선,양평,17203,영등포구
22302,20240712,6호선,고려대,18200,성북구
7260,20240712,5호선,여의도,66350,영등포구
18259,20240712,3호선,매봉,28844,강남구
12957,20240712,6호선,청구,8687,중구
28127,20240712,6호선,마포구청,31259,마포구
29593,20240712,6호선,역촌,8935,은평구
33590,20240712,2호선,선릉,124843,강남구
10163,20240712,5호선,목동,39507,양천구
14723,20240712,1호선,종로3가,56532,종로구
31096,20240712,2호선,을지로3가,58381,중구
10071,20240712,5호선,오목교,50282,양천구
31801,20240712,2호선,강변,68498,광진구
21750,20240712,4호선,혜화,76597,종로구
25154,20240712,7호선,먹골,22932,중랑구
1914,20240712,8호선,천호,37300,강동구
24091,20240712,6호선,석계,27864,노원구
25656,20240712,경원선,도봉산,13386,도봉구
29777,20240712,6호선,새절,27143,은평구
31525,20240712,2호선,뚝섬,58089,성동구
23866,20240712,6호선,이태원,29625,용산구
16603,20240712,5호선,마포,33524,마포구
26052,20240712,6호선,효창공원앞,15819,용산구
8323,20240712,9호선2~3단계,석촌고분,16081,송파구
24357,20240712,6호선,태릉입구,13136,노원구
8139,20240712,9호선2~3단계,한성백제,6788,송파구
19303,20240712,4호선,노원,69581,노원구
18658,20240712,2호선,교대,81115,서초구
22701,20240712,1호선,동묘앞,20001,종로구
2745,20240712,공항철도 1호선,김포공항,17485,강서구
28891,20240712,3호선,연신내,75350,은평구
3263,20240712,8호선,문정,51140,송파구
3941,20240712,8호선,석촌,19500,송파구
27299,20240712,5호선,광나루,28353,광진구
10439,20240712,5호선,화곡,61572,강서구
7077,20240712,9호선,동작,3534,동작구
12647,20240712,5호선,행당,17087,성동구
32537,20240712,1호선,제기동,37404,동대문구
33089,20240712,2호선,잠실새내,56105,송파구
20738,20240712,5호선,답십리,34488,성동구
34101,20240712,2호선,용답,6512,성동구
12739,20240712,5호선,신금호,15016,성동구
27023,20240712,5호선,굽은다리,22197,강동구
33774,20240712,2호선,신촌,86827,마포구
22394,20240712,6호선,안암,24249,성북구
25522,20240712,7호선,수락산,27427,노원구
3171,20240712,8호선,장지,37198,송파구
10255,20240712,5호선,신정,27751,양천구
4919,20240712,7호선,내방,33506,서초구
21566,20240712,4호선,수유,75566,강북구
10347,20240712,5호선,까치산,60623,강서구
27790,20240712,2호선,합정,76867,마포구
28219,20240712,6호선,월드컵경기장,10002,마포구
8231,20240712,9호선2~3단계,송파나루,14104,송파구
32111,20240712,2호선,시청,59910,중구
27207,20240712,5호선,강동,40447,강동구
26747,20240712,5호선,상일동,34405,강동구
23958,20240712,6호선,녹사평,12548,용산구
25246,20240712,7호선,공릉,27086,노원구
24970,20240712,7호선,면목,32240,중랑구
9795,20240712,7호선,중곡,24417,광진구
20494,20240712,3호선,충무로,9,중구
35573,20240712,2호선,서울대입구,102976,관악구
32762,20240712,3호선,옥수,20377,성동구
7679,20240712,9호선2~3단계,둔촌오륜,3088,강동구
23774,20240712,6호선,한강진,25101,용산구
20186,20240712,4호선,회현,61507,중구
9101,20240712,분당선,선정릉,17909,강남구
29685,20240712,6호선,응암,38491,은평구
5881,20240712,분당선,강남구청,24145,강남구
16971,20240712,4호선,신용산,48432,용산구
8630,20240712,2호선,종합운동장,49749,송파구
20278,20240712,4호선,명동,71507,중구
26287,20240712,5호선,마천,16123,송파구
22026,20240712,6호선,돌곶이,21452,성북구
32395,20240712,경원선,청량리,40201,동대문구
18351,20240712,3호선,양재,90236,서초구
5655,20240712,7호선,논현,44049,강남구
30237,20240712,7호선,숭실대입구,28125,동작구
635,20240712,7호선,가산디지털단지,99087,금천구
13529,20240712,2호선,동대문역사문화공원,34184,중구
36033,20240712,3호선,신사,67698,강남구
9243,20240712,9호선2~3단계,언주,27023,강남구
4316,20240712,우이신설선,성신여대입구,8529,성북구
28035,20240712,6호선,망원,35561,마포구
18443,20240712,3호선,남부터미널,71127,서초구
30605,20240712,3호선,무악재,9759,서대문구
7894,20240712,5호선,올림픽공원,21282,송파구
22118,20240712,6호선,상월곡,13217,성북구
19852,20240712,4호선,삼각지,16016,용산구
14150,20240712,2호선,을지로4가,32754,중구
29348,20240712,6호선,불광,10485,은평구
32905,20240712,3호선,금호,17847,성동구
992,20240712,2호선,대림,53694,구로구
82,20240712,2호선,신도림,112998,구로구
27115,20240712,5호선,길동,19047,강동구
25430,20240712,7호선,마들,28699,노원구
8967,20240712,9호선2~3단계,삼성중앙,18679,강남구
34193,20240712,2호선,신답,3772,성동구
35113,20240712,2호선,강남,194290,강남구
1605,20240712,7호선,장승배기,20529,동작구
8875,20240712,9호선2~3단계,봉은사,47068,강남구
5747,20240712,7호선,학동,55635,강남구
31341,20240712,2호선,상왕십리,32613,성동구
24602,20240712,6호선,화랑대,23340,노원구
17564,20240712,3호선,수서,43438,강남구
8415,20240712,9호선2~3단계,삼전,17378,송파구
35389,20240712,2호선,낙성대,60412,관악구
35665,20240712,2호선,신대방,54218,동작구
777,20240712,7호선,남구로,33268,구로구
35849,20240712,2호선,문래,54081,영등포구
21842,20240712,5호선,장한평,44076,동대문구
7444,20240712,2호선,당산,44658,영등포구
26931,20240712,5호선,명일,20383,강동구
19087,20240712,4호선,상계,41781,노원구
9553,20240712,7호선,군자,30820,광진구
24786,20240712,7호선,용마산,12458,중랑구
29133,20240712,6호선,독바위,6336,은평구
3029,20240712,분당선,복정,9,송파구
32629,20240712,3호선,압구정,77517,강남구
23682,20240712,6호선,버티고개,4801,중구
30697,20240712,3호선,홍제,39159,서대문구
15223,20240712,5호선,광화문,75857,종로구
6023,20240712,7호선,청담,44726,강남구
34285,20240712,2호선,도림천,3145,구로구
30370,20240712,2호선,신림,120407,관악구
2157,20240712,8호선,강동구청,24014,강동구
4643,20240712,7호선,남성,24892,동작구
34827,20240712,2호선,홍대입구,166466,마포구
35021,20240712,2호선,역삼,124455,강남구
31709,20240712,2호선,구의,55247,광진구
16695,20240712,5호선,여의나루,30411,영등포구
33365,20240712,1호선,종로5가,52273,종로구
20094,20240712,4호선,숙대입구,32201,용산구
5563,20240712,7호선,반포,14647,서초구
4501,20240712,7호선,상봉,38787,중랑구
4776,20240712,7호선,이수,37849,동작구
1371,20240712,7호선,보라매,15196,동작구
22486,20240712,6호선,창신,7081,종로구
21934,20240712,5호선,아차산,32342,광진구
22210,20240712,6호선,월곡,25821,성북구
9335,20240712,7호선,어린이대공원,30655,광진구
26195,20240712,6호선,대흥,20673,마포구
1237,20240712,7호선,신풍,24322,영등포구
33181,20240712,3호선,경복궁,53619,종로구
35481,20240712,2호선,삼성,126938,강남구
18903,20240712,3호선,잠원,11828,서초구
17186,20240712,5호선,오금,8504,송파구
34009,20240712,2호선,아현,23989,마포구
17431,20240712,3호선,경찰병원,17486,송파구
27575,20240712,6호선,상수,24336,마포구
31617,20240712,2호선,성수,104200,성동구
30513,20240712,3호선,독립문,17055,서대문구
16828,20240712,4호선,이촌,21568,용산구
7587,20240712,9호선2~3단계,중앙보훈병원,26344,강동구
4183,20240712,8호선,몽촌토성,15083,송파구
35941,20240712,2호선,봉천,52877,관악구
33457,20240712,3호선,안국,60224,종로구
35205,20240712,2호선,서초,47892,서초구
501,20240712,7호선,천왕,26388,구로구
12305,20240712,경원선,왕십리,38636,성동구
27483,20240712,6호선,광흥창,21265,마포구
6892,20240712,5호선,신길,11328,영등포구
11667,20240712,2호선,영등포구청,51033,영등포구
23438,20240712,6호선,약수,8564,중구
15533,20240712,5호선,충정로,10515,서대문구
26471,20240712,5호선,개롱,15241,송파구
20956,20240712,4호선,동대문,44644,종로구
29995,20240712,7호선,건대입구,29794,광진구
11301,20240712,4호선,사당,56228,동작구
21198,20240712,4호선,한성대입구,29480,성북구
2375,20240712,8호선,잠실,40827,송파구
24878,20240712,7호선,사가정,36051,중랑구
17799,20240712,3호선,대청,24556,강남구
32997,20240712,3호선,동대입구,24655,중구
27391,20240712,5호선,강일,12883,강동구
225,20240712,8호선,암사,39932,강동구
24694,20240712,6호선,봉화산,19275,중랑구
6157,20240712,6호선,보문,17319,성북구
21474,20240712,4호선,미아,33185,강북구
1513,20240712,7호선,신대방삼거리,32386,동작구
33917,20240712,2호선,이대,35293,마포구
25062,20240712,7호선,중화,23285,중랑구
3478,20240712,3호선,가락시장,20675,송파구
10991,20240712,5호선,방화,15684,강서구
19587,20240712,4호선,창동,62481,도봉구
17891,20240712,3호선,학여울,6899,강남구
18995,20240712,4호선,당고개,20280,노원구
26563,20240712,5호선,방이,17067,송파구
28393,20240712,6호선,디지털미디어시티,33604,은평구
26655,20240712,5호선,둔촌동,20375,강동구
11911,20240712,5호선,영등포시장,26448,영등포구
10531,20240712,5호선,우장산,33370,강서구
26379,20240712,5호선,거여,22078,송파구
10807,20240712,5호선,송정,14117,강서구
11083,20240712,4호선,남태령,3038,서초구
25811,20240712,경춘선,신내,5971,중랑구
35757,20240712,2호선,구로디지털단지,128912,구로구
25338,20240712,7호선,중계,30979,노원구
3723,20240712,8호선,송파,21098,송파구
16156,20240712,6호선,공덕,43810,마포구
31893,20240712,2호선,잠실나루,33966,송파구
10715,20240712,5호선,마곡,28502,강서구
17983,20240712,3호선,대치,28181,강남구
31433,20240712,2호선,한양대,21190,성동구
28587,20240712,6호선,증산,21299,은평구
1697,20240712,7호선,상도,25224,동작구
21382,20240712,4호선,미아사거리,59958,강북구
34653,20240712,3호선,구파발,47445,은평구
15775,20240712,5호선,애오개,15803,마포구
33273,20240712,1호선,종각,88293,종로구
21290,20240712,4호선,길음,46211,성북구
30881,20240712,2호선,을지로입구,109108,중구
26839,20240712,5호선,고덕,25098,강동구
28679,20240712,6호선,구산,16331,은평구
34377,20240712,2호선,양천구청,15847,양천구
35297,20240712,2호선,방배,35950,서초구
25919,20240712,7호선,하계,37644,노원구
6506,20240712,우이신설선,신설동,5150,동대문구
18117,20240712,분당선,도곡,17959,강남구
12003,20240712,5호선,마장,12703,성동구
10623,20240712,5호선,발산,52160,강서구
34561,20240712,2호선,용두,5885,동대문구
34469,20240712,2호선,신정네거리,23212,양천구
10899,20240712,5호선,개화산,13248,강서구
20959,20240713,4호선,동대문,36028,종로구
7447,20240713,2호선,당산,27204,영등포구
26288,20240713,5호선,마천,10661,송파구
16166,20240713,공항철도 1호선,공덕,5923,마포구
9557,20240713,5호선,군자,20445,광진구
35850,20240713,2호선,문래,31225,영등포구
26932,20240713,5호선,명일,13942,강동구
8637,20240713,2호선,종합운동장,51716,송파구
637,20240713,경부선,가산디지털단지,15811,금천구
35390,20240713,2호선,낙성대,45358,관악구
226,20240713,8호선,암사,26923,강동구
12306,20240713,경원선,왕십리,34357,성동구
18444,20240713,3호선,남부터미널,45745,서초구
20500,20240713,4호선,충무로,37699,중구
15224,20240713,5호선,광화문,47428,종로구
6024,20240713,7호선,청담,25583,강남구
4502,20240713,7호선,상봉,30935,중랑구
5564,20240713,7호선,반포,10969,서초구
16696,20240713,5호선,여의나루,29199,영등포구
20095,20240713,4호선,숙대입구,23312,용산구
9796,20240713,7호선,중곡,15111,광진구
33458,20240713,3호선,안국,48462,종로구
30698,20240713,3호선,홍제,29769,서대문구
1698,20240713,7호선,상도,17052,동작구
17190,20240713,5호선,오금,4753,송파구
34194,20240713,2호선,신답,2210,성동구
33592,20240713,분당선,선릉,15336,강남구
28588,20240713,6호선,증산,15639,은평구
24695,20240713,6호선,봉화산,12141,중랑구
21843,20240713,5호선,장한평,26215,동대문구
20187,20240713,4호선,회현,47134,중구
999,20240713,2호선,대림,41868,영등포구
30238,20240713,7호선,숭실대입구,18012,동작구
35666,20240713,2호선,신대방,41677,동작구
17892,20240713,3호선,학여울,6452,강남구
5656,20240713,7호선,논현,24083,강남구
29134,20240713,6호선,독바위,4771,은평구
35758,20240713,2호선,구로디지털단지,76997,구로구
33182,20240713,3호선,경복궁,44331,종로구
32630,20240713,3호선,압구정,54596,강남구
35574,20240713,2호선,서울대입구,77701,관악구
21199,20240713,4호선,한성대입구,22557,성북구
1238,20240713,7호선,신풍,16840,영등포구
34832,20240713,2호선,홍대입구,195725,마포구
6894,20240713,경부선,신길,12717,영등포구
26196,20240713,6호선,대흥,12966,마포구
2158,20240713,8호선,강동구청,13552,강동구
22211,20240713,6호선,월곡,16008,성북구
34286,20240713,2호선,도림천,2024,구로구
22487,20240713,6호선,창신,4449,종로구
24787,20240713,7호선,용마산,9134,중랑구
4779,20240713,7호선,이수,27577,동작구
7900,20240713,5호선,올림픽공원,14249,송파구
3484,20240713,3호선,가락시장,13605,송파구
24603,20240713,6호선,화랑대,14436,노원구
7680,20240713,9호선2~3단계,둔촌오륜,1951,강동구
23775,20240713,6호선,한강진,24064,용산구
35298,20240713,2호선,방배,20896,서초구
29686,20240713,6호선,응암,27690,은평구
6510,20240713,우이신설선,신설동,3395,동대문구
22027,20240713,6호선,돌곶이,13822,성북구
32397,20240713,1호선,청량리,45008,동대문구
28398,20240713,공항철도 1호선,디지털미디어시티,15007,은평구
14154,20240713,2호선,을지로4가,20124,중구
18352,20240713,3호선,양재,44363,서초구
2379,20240713,2호선,잠실,163000,송파구
4319,20240713,4호선,성신여대입구,38231,성북구
11302,20240713,2호선,사당,82369,동작구
29352,20240713,6호선,불광,8717,은평구
31342,20240713,2호선,상왕십리,21959,성동구
13544,20240713,4호선,동대문역사문화공원,31885,중구
5883,20240713,분당선,강남구청,12612,강남구
9103,20240713,분당선,선정릉,7039,강남구
8968,20240713,9호선2~3단계,삼성중앙,7689,강남구
1606,20240713,7호선,장승배기,14302,동작구
35114,20240713,2호선,강남,131252,강남구
34562,20240713,2호선,용두,4171,동대문구
27116,20240713,5호선,길동,14153,강동구
85,20240713,2호선,신도림,96979,구로구
28680,20240713,6호선,구산,11506,은평구
26840,20240713,5호선,고덕,15718,강동구
28036,20240713,6호선,망원,32114,마포구
8876,20240713,9호선2~3단계,봉은사,38676,강남구
21291,20240713,4호선,길음,32340,성북구
20279,20240713,4호선,명동,68355,중구
15776,20240713,5호선,애오개,8417,마포구
361,20240713,경인선,온수,9914,구로구
25431,20240713,7호선,마들,19582,노원구
16972,20240713,4호선,신용산,36465,용산구
30606,20240713,3호선,무악재,6553,서대문구
3724,20240713,8호선,송파,13948,송파구
31434,20240713,2호선,한양대,10039,성동구
19856,20240713,4호선,삼각지,14274,용산구
18904,20240713,3호선,잠원,7707,서초구
19589,20240713,경원선,창동,10,도봉구
35942,20240713,2호선,봉천,37869,관악구
5748,20240713,7호선,학동,24880,강남구
4184,20240713,8호선,몽촌토성,10526,송파구
27484,20240713,6호선,광흥창,11717,마포구
22119,20240713,6호선,상월곡,8518,성북구
7588,20240713,9호선2~3단계,중앙보훈병원,12803,강동구
16831,20240713,4호선,이촌,20317,용산구
31618,20240713,2호선,성수,75253,성동구
27576,20240713,6호선,상수,24522,마포구
34010,20240713,2호선,아현,17371,마포구
3030,20240713,8호선,복정,12202,송파구
33918,20240713,2호선,이대,26345,마포구
11084,20240713,4호선,남태령,2141,서초구
36034,20240713,3호선,신사,49338,강남구
9244,20240713,9호선2~3단계,언주,14677,강남구
32538,20240713,1호선,제기동,34043,동대문구
32906,20240713,3호선,금호,12430,성동구
10992,20240713,5호선,방화,11108,강서구
9336,20240713,7호선,어린이대공원,22421,광진구
17566,20240713,분당선,수서,30060,강남구
25063,20240713,7호선,중화,16172,중랑구
21935,20240713,5호선,아차산,26638,광진구
28128,20240713,6호선,마포구청,20446,마포구
3172,20240713,8호선,장지,26837,송파구
14736,20240713,1호선,종로3가,50326,종로구
8324,20240713,9호선2~3단계,석촌고분,11056,송파구
6159,20240713,우이신설선,보문,2893,성북구
1514,20240713,7호선,신대방삼거리,22271,동작구
23959,20240713,6호선,녹사평,12698,용산구
25247,20240713,7호선,공릉,19019,노원구
21475,20240713,4호선,미아,25401,강북구
26748,20240713,5호선,상일동,20550,강동구
25155,20240713,7호선,먹골,16658,중랑구
27208,20240713,5호선,강동,27443,강동구
11670,20240713,2호선,영등포구청,29138,영등포구
32112,20240713,1호선,시청,34212,중구
26564,20240713,5호선,방이,12028,송파구
24971,20240713,7호선,면목,22563,중랑구
10532,20240713,5호선,우장산,22202,강서구
28220,20240713,6호선,월드컵경기장,10779,마포구
26656,20240713,5호선,둔촌동,14506,강동구
24364,20240713,6호선,태릉입구,10113,노원구
21567,20240713,4호선,수유,57569,강북구
5222,20240713,9호선,고속터미널,44249,서초구
29594,20240713,6호선,역촌,6515,은평구
12961,20240713,5호선,청구,5407,중구
10164,20240713,5호선,목동,24805,양천구
17708,20240713,3호선,일원,11311,강남구
10716,20240713,5호선,마곡,15386,강서구
502,20240713,7호선,천왕,15357,구로구
22303,20240713,6호선,고려대,11562,성북구
29997,20240713,7호선,건대입구,25370,광진구
10624,20240713,5호선,발산,34249,강서구
33777,20240713,2호선,신촌,76787,마포구
18118,20240713,분당선,도곡,10019,강남구
1919,20240713,5호선,천호,37836,강동구
10256,20240713,5호선,신정,18149,양천구
4920,20240713,7호선,내방,17805,서초구
10348,20240713,5호선,까치산,43648,강서구
27794,20240713,6호선,합정,27854,마포구
22708,20240713,1호선,동묘앞,27141,종로구
34470,20240713,2호선,신정네거리,16558,양천구
19306,20240713,7호선,노원,45907,노원구
8232,20240713,9호선2~3단계,송파나루,11188,송파구
25339,20240713,7호선,중계,20564,노원구
31894,20240713,2호선,잠실나루,17455,송파구
34102,20240713,2호선,용답,4603,성동구
18664,20240713,2호선,교대,39273,서초구
27300,20240713,5호선,광나루,22839,광진구
10440,20240713,5호선,화곡,42732,강서구
2748,20240713,서해선,김포공항,7181,강서구
7079,20240713,4호선,동작,3050,동작구
34654,20240713,3호선,구파발,37807,은평구
17984,20240713,3호선,대치,22988,강남구
12648,20240713,5호선,행당,10961,성동구
24094,20240713,경원선,석계,14036,노원구
18996,20240713,4호선,당고개,16668,노원구
33090,20240713,2호선,잠실새내,44848,송파구
34378,20240713,2호선,양천구청,10207,양천구
25920,20240713,7호선,하계,26044,노원구
12740,20240713,5호선,신금호,9584,성동구
8140,20240713,9호선2~3단계,한성백제,4806,송파구
15537,20240713,5호선,충정로,4530,서대문구
20739,20240713,5호선,답십리,21555,성동구
26472,20240713,5호선,개롱,10254,송파구
27024,20240713,5호선,굽은다리,16758,강동구
28895,20240713,3호선,연신내,59780,은평구
22395,20240713,6호선,안암,14305,성북구
27392,20240713,5호선,강일,9360,강동구
3264,20240713,8호선,문정,21255,송파구
25523,20240713,7호선,수락산,22714,노원구
25812,20240713,6호선,신내,2,중랑구
3945,20240713,9호선2~3단계,석촌,16563,송파구
17800,20240713,3호선,대청,13992,강남구
23867,20240713,6호선,이태원,31855,용산구
12004,20240713,5호선,마장,8390,성동구
35482,20240713,2호선,삼성,81555,강남구
10808,20240713,5호선,송정,10859,강서구
10900,20240713,5호선,개화산,8705,강서구
26380,20240713,5호선,거여,13702,송파구
31103,20240713,2호선,을지로3가,31343,중구
10072,20240713,5호선,오목교,36040,양천구
32765,20240713,3호선,옥수,15422,성동구
7263,20240713,5호선,여의도,30220,영등포구
31710,20240713,2호선,구의,38365,광진구
30514,20240713,3호선,독립문,14589,서대문구
25658,20240713,경원선,도봉산,16286,도봉구
23683,20240713,6호선,버티고개,3590,중구
23444,20240713,3호선,약수,20878,중구
11912,20240713,5호선,영등포시장,19053,영등포구
15316,20240713,5호선,서대문,17654,종로구
35206,20240713,2호선,서초,25403,서초구
16604,20240713,5호선,마포,18319,마포구
24879,20240713,7호선,사가정,26398,중랑구
29778,20240713,6호선,새절,18204,은평구
8416,20240713,9호선2~3단계,삼전,11553,송파구
31526,20240713,2호선,뚝섬,38431,성동구
33366,20240713,1호선,종로5가,42842,종로구
32998,20240713,3호선,동대입구,24297,중구
30790,20240713,3호선,녹번,21665,은평구
26055,20240713,경의선,효창공원앞,4624,용산구
31802,20240713,2호선,강변,57622,광진구
17432,20240713,3호선,경찰병원,9547,송파구
19088,20240713,4호선,상계,30675,노원구
21751,20240713,4호선,혜화,74322,종로구
778,20240713,7호선,남구로,17929,구로구
30373,20240713,신림선,신림,3962,관악구
30882,20240713,2호선,을지로입구,68666,중구
4644,20240713,7호선,남성,16942,동작구
21659,20240713,4호선,쌍문,45808,도봉구
9931,20240713,5호선,양평,8629,영등포구
18260,20240713,3호선,매봉,13928,강남구
1372,20240713,7호선,보라매,10638,동작구
23073,20240713,6호선,신당,13935,중구
33274,20240713,1호선,종각,49561,종로구
21383,20240713,4호선,미아사거리,46114,강북구
35022,20240713,2호선,역삼,40845,강남구
17433,20240714,3호선,경찰병원,6688,송파구
15777,20240714,5호선,애오개,5970,마포구
17985,20240714,3호선,대치,14601,강남구
24096,20240714,경원선,석계,10590,노원구
26197,20240714,6호선,대흥,9723,마포구
25524,20240714,7호선,수락산,17881,노원구
30607,20240714,3호선,무악재,4708,서대문구
35115,20240714,2호선,강남,77120,강남구
2753,20240714,9호선,김포공항,16020,강서구
87,20240714,경부선,신도림,5950,구로구
22488,20240714,6호선,창신,3603,종로구
31895,20240714,2호선,잠실나루,12516,송파구
8417,20240714,9호선2~3단계,삼전,8545,송파구
30003,20240714,2호선,건대입구,56998,광진구
22212,20240714,6호선,월곡,11336,성북구
14158,20240714,5호선,을지로4가,4686,중구
17197,20240714,3호선,오금,6326,송파구
20964,20240714,1호선,동대문,23137,종로구
34103,20240714,2호선,용답,3854,성동구
25340,20240714,7호선,중계,16330,노원구
4504,20240714,7호선,상봉,20901,중랑구
24604,20240714,6호선,화랑대,10942,노원구
25814,20240714,경춘선,신내,2598,중랑구
35575,20240714,2호선,서울대입구,56722,관악구
8233,20240714,9호선2~3단계,송파나루,8489,송파구
27801,20240714,2호선,합정,51297,마포구
31343,20240714,2호선,상왕십리,16252,성동구
3486,20240714,3호선,가락시장,8380,송파구
30883,20240714,2호선,을지로입구,53237,중구
30515,20240714,3호선,독립문,10342,서대문구
31435,20240714,2호선,한양대,6654,성동구
28589,20240714,6호선,증산,11802,은평구
20096,20240714,4호선,숙대입구,19971,용산구
1699,20240714,7호선,상도,12775,동작구
34471,20240714,2호선,신정네거리,12588,양천구
33459,20240714,3호선,안국,33788,종로구
25156,20240714,7호선,먹골,11671,중랑구
5565,20240714,7호선,반포,6964,서초구
8877,20240714,9호선2~3단계,봉은사,31855,강남구
14749,20240714,3호선,종로3가,13067,종로구
27025,20240714,5호선,굽은다리,12218,강동구
1922,20240714,8호선,천호,20474,강동구
6518,20240714,우이신설선,신설동,2806,동대문구
22120,20240714,6호선,상월곡,7021,성북구
30374,20240714,신림선,신림,3305,관악구
32767,20240714,경원선,옥수,73,성동구
5749,20240714,7호선,학동,15993,강남구
19860,20240714,6호선,삼각지,9826,용산구
4645,20240714,7호선,남성,12939,동작구
33367,20240714,1호선,종로5가,23771,종로구
18445,20240714,3호선,남부터미널,32662,서초구
35023,20240714,2호선,역삼,27580,강남구
23684,20240714,6호선,버티고개,2586,중구
26289,20240714,5호선,마천,8397,송파구
7903,20240714,5호선,올림픽공원,11411,송파구
29595,20240714,6호선,역촌,5043,은평구
8641,20240714,9호선2~3단계,종합운동장,10836,송파구
22304,20240714,6호선,고려대,9136,성북구
20188,20240714,4호선,회현,22675,중구
11675,20240714,5호선,영등포구청,3597,영등포구
19089,20240714,4호선,상계,22258,노원구
29358,20240714,3호선,불광,22324,은평구
1375,20240714,신림선,보라매,4436,동작구
1239,20240714,7호선,신풍,12843,영등포구
25432,20240714,7호선,마들,12975,노원구
18997,20240714,4호선,당고개,13615,노원구
8141,20240714,9호선2~3단계,한성백제,3803,송파구
22396,20240714,6호선,안암,11780,성북구
11913,20240714,5호선,영등포시장,13732,영등포구
779,20240714,7호선,남구로,14713,구로구
8325,20240714,9호선2~3단계,석촌고분,8127,송파구
31711,20240714,2호선,구의,27293,광진구
30239,20240714,7호선,숭실대입구,13436,동작구
5657,20240714,7호선,논현,13532,강남구
11309,20240714,2호선,사당,55661,동작구
35483,20240714,2호선,삼성,62152,강남구
35759,20240714,2호선,구로디지털단지,54793,구로구
33183,20240714,3호선,경복궁,30543,종로구
27393,20240714,5호선,강일,6583,강동구
21936,20240714,5호선,아차산,20413,광진구
8969,20240714,9호선2~3단계,삼성중앙,5236,강남구
7264,20240714,5호선,여의도,20489,영등포구
10073,20240714,5호선,오목교,26901,양천구
10809,20240714,5호선,송정,7534,강서구
16605,20240714,5호선,마포,12309,마포구
26056,20240714,6호선,효창공원앞,7253,용산구
26381,20240714,5호선,거여,9928,송파구
24880,20240714,7호선,사가정,18979,중랑구
31527,20240714,2호선,뚝섬,27847,성동구
29779,20240714,6호선,새절,14300,은평구
31107,20240714,3호선,을지로3가,10369,중구
23448,20240714,3호선,약수,15708,중구
31803,20240714,2호선,강변,46018,광진구
25659,20240714,7호선,도봉산,13188,도봉구
15317,20240714,5호선,서대문,12031,종로구
12963,20240714,5호선,청구,4099,중구
32119,20240714,1호선,시청,21593,중구
23868,20240714,6호선,이태원,21592,용산구
33275,20240714,1호선,종각,29967,종로구
21660,20240714,4호선,쌍문,33718,도봉구
35207,20240714,2호선,서초,29021,서초구
5229,20240714,7호선,고속터미널,24699,서초구
32999,20240714,3호선,동대입구,17967,중구
12317,20240714,경원선,왕십리,24068,성동구
12005,20240714,5호선,마장,6198,성동구
33595,20240714,분당선,선릉,8434,강남구
30699,20240714,3호선,홍제,21023,서대문구
9797,20240714,7호선,중곡,11463,광진구
20504,20240714,3호선,충무로,10,중구
6025,20240714,7호선,청담,14304,강남구
15225,20240714,5호선,광화문,29568,종로구
24696,20240714,6호선,봉화산,8673,중랑구
34287,20240714,2호선,도림천,1333,구로구
16697,20240714,5호선,여의나루,24848,영등포구
23080,20240714,2호선,신당,19583,중구
28129,20240714,6호선,마포구청,15098,마포구
21752,20240714,4호선,혜화,55722,종로구
10901,20240714,5호선,개화산,6416,강서구
21384,20240714,4호선,미아사거리,33446,강북구
9933,20240714,중앙선,양평,5325,영등포구
30791,20240714,3호선,녹번,15243,은평구
18261,20240714,3호선,매봉,9707,강남구
2159,20240714,8호선,강동구청,10135,강동구
17709,20240714,3호선,일원,8718,강남구
22710,20240714,6호선,동묘앞,14173,종로구
27301,20240714,5호선,광나루,18100,광진구
3265,20240714,8호선,문정,13576,송파구
3946,20240714,9호선2~3단계,석촌,11617,송파구
25921,20240714,7호선,하계,19912,노원구
227,20240714,8호선,암사,19216,강동구
17801,20240714,3호선,대청,9888,강남구
28896,20240714,6호선,연신내,2,은평구
26473,20240714,5호선,개롱,7457,송파구
19310,20240714,7호선,노원,32084,노원구
18669,20240714,3호선,교대,9914,서초구
34379,20240714,2호선,양천구청,8297,양천구
12649,20240714,5호선,행당,8399,성동구
34655,20240714,3호선,구파발,27739,은평구
7080,20240714,4호선,동작,2259,동작구
10441,20240714,5호선,화곡,29832,강서구
33091,20240714,2호선,잠실새내,31665,송파구
20740,20240714,5호선,답십리,15833,성동구
15538,20240714,5호선,충정로,3388,서대문구
6160,20240714,6호선,보문,8920,성북구
21568,20240714,4호선,수유,43731,강북구
4921,20240714,7호선,내방,11834,서초구
3173,20240714,8호선,장지,18894,송파구
10257,20240714,5호선,신정,13684,양천구
24365,20240714,7호선,태릉입구,11218,노원구
18121,20240714,분당선,도곡,6773,강남구
33779,20240714,경의선,신촌,740,마포구
10625,20240714,5호선,발산,22304,강서구
10717,20240714,5호선,마곡,9510,강서구
10349,20240714,5호선,까치산,32601,강서구
12741,20240714,5호선,신금호,6995,성동구
26657,20240714,5호선,둔촌동,11489,강동구
28221,20240714,6호선,월드컵경기장,7624,마포구
10533,20240714,5호선,우장산,15588,강서구
